Time (s)	WE(1).Potential (V)	WE(1).Current (A)	External(1).External 2 (V)
61.6963118442318	-0.8978271484375	-0.00134918212890625	3.641357421875
61.7063118442065	-0.899658203125	-0.0010650634765625	3.6419677734375
61.7163118441813	-0.89874267578125	-0.00095123291015625	3.6419677734375
61.726311844156	-0.8984375	-0.00088775634765625	3.64166259765625
61.7363118441308	-0.8984375	-0.000841064453125	3.64166259765625
61.7463118441055	-0.89813232421875	-0.0008050537109375	3.641357421875
61.7563118440803	-0.89874267578125	-0.00077484130859375	3.641357421875
61.7663118440551	-0.8984375	-0.0007501220703125	3.6419677734375
61.7763118440298	-0.89874267578125	-0.00072998046875	3.64227294921875
61.7863118440046	-0.8990478515625	-0.00070831298828125	3.642578125
61.7963118439793	-0.89813232421875	-0.0006927490234375	3.6419677734375
61.8063118439541	-0.89874267578125	-0.00067962646484375	3.64227294921875
61.8163118439288	-0.8990478515625	-0.00066314697265625	3.64166259765625
61.8263118439036	-0.89813232421875	-0.00065399169921875	3.64227294921875
61.8363118438783	-0.89874267578125	-0.0006402587890625	3.6419677734375
61.8463118438531	-0.89752197265625	-0.00063446044921875	3.64227294921875
61.8563118438278	-0.89813232421875	-0.0006256103515625	3.64166259765625
61.8663118438026	-0.89752197265625	-0.0006158447265625	3.68072509765625
61.8763118437773	-0.8984375	-0.00060455322265625	3.68072509765625
61.8863118437521	-0.89874267578125	-0.0005938720703125	3.68072509765625
61.8963118437268	-0.89813232421875	-0.00058837890625	3.6810302734375
61.9063118437016	-0.89813232421875	-0.000582275390625	3.68072509765625
61.9163118436763	-0.89935302734375	-0.00057098388671875	3.6810302734375
61.9263118436511	-0.8978271484375	-0.00056610107421875	3.68133544921875
61.9363118436258	-0.89813232421875	-0.000560302734375	3.6810302734375
61.9463118436006	-0.89813232421875	-0.00055694580078125	3.68133544921875
61.9563118435753	-0.8978271484375	-0.000550537109375	3.68072509765625
61.9663118435501	-0.8978271484375	-0.0005419921875	3.680419921875
61.9763118435249	-0.8984375	-0.00053741455078125	3.6810302734375
61.9863118434996	-0.89874267578125	-0.00052734375	3.6614990234375
61.9963118434744	-0.89874267578125	-0.0005242919921875	3.6614990234375
62.0063118434491	-0.8990478515625	-0.00051849365234375	3.6614990234375
62.0163118434239	-0.89935302734375	-0.00051116943359375	3.66119384765625
62.0263118433986	-0.89874267578125	-0.0005078125	3.6614990234375
62.0363118433734	-0.89813232421875	-0.0005029296875	3.66058349609375
62.0463118433481	-0.8990478515625	-0.00049774169921875	3.660888671875
62.0563118433229	-0.8978271484375	-0.00049835205078125	3.66119384765625
62.0663118432976	-0.89752197265625	-0.0004913330078125	3.66058349609375
62.0763118432724	-0.89874267578125	-0.00048583984375	3.6614990234375
62.0863118432471	-0.89874267578125	-0.00047882080078125	3.66119384765625
62.0963118432219	-0.8984375	-0.00047576904296875	3.662109375
62.1063118431966	-0.89813232421875	-0.000507354736328125	3.66119384765625
62.1163118431714	-0.89752197265625	-0.00050091552734375	3.66180419921875
62.1263118431461	-0.8984375	-0.000493804931640625	3.66180419921875
62.1363118431209	-0.89813232421875	-0.000489990234375	3.662109375
62.1463118430956	-0.89935302734375	-0.000487152099609375	3.6614990234375
62.1563118430704	-0.89813232421875	-0.000486572265625	3.6614990234375
