History Channel Functions Measurement Report

Measurements started at Date: 11-sep-2023 Time: 13:09:03

Description of the Function:

User Defined Function: m(1;550). Scope Mode

Time         Seconds   Function Value
13:09:04.362      0,560      38963,2075
13:09:04.928      1,126      38965,2635
13:09:05.498      1,696      38988,4902
13:09:06.005      2,203      38996,6703
13:09:06.574      2,772      38982,3849
13:09:07.172      3,370      38935,8456
13:09:07.733      3,931      38922,7700
13:09:08.317      4,515      38849,3391
13:09:08.884      5,082      38793,8708
13:09:09.421      5,619      38778,3950
13:09:10.038      6,236      38762,4773
13:09:10.541      6,739      38756,8389
13:09:11.093      7,291      38787,3984
13:09:11.658      7,856      38756,4295
13:09:12.171      8,369      38776,2712
13:09:12.740      8,938      38782,0760
13:09:13.310      9,508      38892,9447
13:09:13.814     10,012      38819,7141
13:09:14.394     10,592      38836,2532
13:09:14.935     11,133      38840,2671
13:09:15.509     11,707      38831,6264
13:09:16.011     12,209      38860,2900
13:09:16.577     12,775      38898,9135
13:09:17.154     13,352      38808,9557
13:09:17.716     13,914      38820,5585
13:09:18.284     14,482      38810,7928
13:09:18.839     15,037      38765,0284
13:09:19.407     15,605      38859,9425
13:09:19.976     16,174      38844,7577
13:09:20.517     16,715      38852,9848
13:09:21.076     17,274      38829,6494
13:09:21.628     17,826      38814,4262
13:09:22.195     18,393      38836,5074
13:09:22.747     18,945      38810,8392
13:09:23.324     19,522      38837,9769
13:09:23.902     20,100      38799,1759
13:09:24.461     20,659      38798,0118
13:09:25.019     21,217      38751,1294
13:09:25.583     21,781      38775,4570
13:09:26.126     22,324      38799,8005
13:09:26.671     22,869      38792,4737
13:09:27.171     23,369      38794,0704
13:09:27.745     23,943      38791,8347
13:09:28.310     24,508      38758,8202
13:09:28.864     25,062      38750,0591
13:09:29.427     25,625      38782,9275
13:09:29.988     26,186      38750,4003
13:09:30.539     26,737      38767,1987
13:09:31.126     27,324      38763,1228
13:09:31.661     27,859      38773,1887
13:09:32.208     28,406      38740,5497
13:09:32.776     28,974      38828,7890
13:09:33.339     29,537      38740,3919
13:09:33.908     30,106      38777,3129
13:09:34.455     30,653      38791,2115
13:09:35.048     31,246      38722,5046
13:09:35.642     31,840      38854,9731
13:09:36.222     32,420      38844,1064
13:09:36.776     32,974      38813,1795
13:09:37.318     33,516      38844,3355
13:09:37.872     34,070      38821,1133
13:09:38.467     34,665      38816,9862
13:09:39.027     35,225      38810,5843
13:09:39.634     35,832      38878,3565
13:09:40.200     36,398      38889,0449
13:09:40.778     36,976      38819,0525
13:09:41.281     37,479      38882,0312
13:09:41.851     38,049      38844,5761
13:09:42.426     38,624      38866,4502
13:09:42.967     39,165      38859,8984
13:09:43.538     39,736      38891,3452
13:09:44.108     40,306      38824,4580
13:09:44.658     40,856      38872,2438
13:09:45.198     41,396      38838,5188
13:09:45.761     41,959      38852,8595
13:09:46.321     42,519      38815,9843
13:09:46.887     43,085      38860,3450
13:09:47.473     43,671      38832,2833
13:09:48.012     44,210      38842,9628
13:09:48.560     44,758      38838,4838
13:09:49.126     45,324      38811,7166
13:09:49.668     45,866      38793,5190
13:09:50.176     46,374      38827,4439
13:09:50.751     46,949      38776,9230
13:09:51.258     47,456      38863,1906
13:09:51.810     48,008      38842,5048
13:09:52.383     48,581      38851,9191
13:09:52.940     49,138      38854,3431
13:09:53.488     49,686      38832,5616
13:09:54.026     50,224      38811,9632
13:09:54.587     50,785      38864,8520
13:09:55.150     51,348      38824,9823
13:09:55.718     51,916      38848,9039
13:09:56.300     52,498      38871,4229
13:09:56.839     53,037      38827,3280
13:09:57.397     53,595      38834,1114
13:09:57.903     54,101      38799,6154
13:09:58.487     54,685      38828,1669
13:09:59.015     55,213      38825,2735
13:09:59.569     55,767      38821,0707
13:10:00.092     56,290      38861,0359
13:10:00.671     56,869      38881,2711
13:10:01.223     57,421      38819,1861
13:10:01.784     57,982      38882,3609
13:10:02.334     58,532      38815,1101
13:10:02.914     59,112      38805,3901
13:10:03.468     59,666      38775,5576
13:10:04.039     60,237      38814,5781
13:10:04.585     60,783      38812,0144
13:10:05.116     61,314      38821,7087
13:10:05.703     61,901      38886,7591
13:10:06.285     62,483      38830,4270
13:10:06.850     63,048      38802,1286
13:10:07.419     63,617      38812,2682
13:10:08.007     64,205      38786,0692
13:10:08.568     64,766      38798,5372
13:10:09.140     65,338      38816,4775
13:10:09.673     65,871      38774,6364
13:10:10.240     66,438      38790,8011
13:10:10.791     66,989      38832,2452
13:10:11.365     67,563      38805,9504
13:10:11.928     68,126      38767,6156
13:10:12.500     68,698      38763,3829
13:10:13.062     69,260      38802,2174
13:10:13.567     69,765      38812,1163
13:10:14.164     70,362      38777,8073
13:10:14.747     70,945      38786,9646
13:10:15.284     71,482      38797,7014
13:10:15.875     72,073      38838,8692
13:10:16.391     72,589      38789,6509
13:10:17.012     73,210      38824,8345
13:10:17.563     73,761      38804,7773
13:10:18.146     74,344      38867,0488
13:10:18.713     74,911      38821,4666
13:10:19.301     75,499      38804,8087
13:10:19.866     76,064      38861,4733
13:10:20.450     76,648      38796,5036
13:10:21.003     77,201      38752,8834
13:10:21.547     77,745      38814,9778
13:10:22.125     78,323      38830,6792
13:10:22.670     78,868      38871,5934
13:10:23.210     79,408      38765,0596
13:10:23.770     79,968      38758,2617
13:10:24.361     80,559      38809,3905
13:10:24.904     81,102      38765,3601
13:10:25.466     81,664      38772,8508
13:10:26.026     82,224      38809,1001
13:10:26.581     82,779      38778,8019
13:10:27.120     83,318      38784,6395
13:10:27.685     83,883      38831,1668
13:10:28.255     84,453      38783,4430
13:10:28.831     85,029      38777,4061
13:10:29.367     85,565      38751,5558
13:10:29.927     86,125      38770,0093
13:10:30.498     86,696      38746,0251
13:10:31.044     87,242      38823,0564
13:10:31.593     87,791      38832,9071
13:10:32.154     88,352      38806,4944
13:10:32.696     88,894      38782,8341
13:10:33.244     89,442      38770,6287
13:10:33.796     89,994      38812,5420
13:10:34.353     90,551      38803,3195
13:10:34.905     91,103      38762,6930
13:10:35.440     91,638      38752,8757
13:10:36.004     92,202      38772,7950
13:10:36.559     92,757      38750,8828
13:10:37.094     93,292      38763,0911
13:10:37.638     93,836      38760,1682
13:10:38.191     94,389      38748,2309
13:10:38.747     94,945      38792,9991
13:10:39.289     95,487      38749,4538
13:10:39.847     96,045      38776,0422
13:10:40.406     96,604      38803,8389
13:10:40.969     97,167      38781,6072
13:10:41.516     97,714      38797,2855
13:10:42.075     98,273      38817,5773
13:10:42.625     98,823      38856,3930
13:10:43.194     99,392      38751,8227
13:10:43.732     99,930      38783,7947
13:10:44.316    100,514      38770,5820
13:10:44.852    101,050        147,6506
13:10:45.407    101,605         22,3861
13:10:45.959    102,157          7,6508
13:10:46.512    102,710        -12,7224
13:10:47.024    103,222         -1,1626
13:10:47.569    103,767         -1,9086
13:10:48.115    104,313         -2,3775
13:10:48.664    104,862         -1,6538
13:10:49.203    105,401         19,3126
13:10:49.767    105,965        -13,9613
13:10:50.320    106,518          3,7940
13:10:50.891    107,089         15,8043
13:10:51.438    107,636         -1,6539
13:10:52.009    108,207         12,5192
13:10:52.566    108,764        -18,9409
13:10:53.114    109,312         11,6402
13:10:53.680    109,878         -5,6579
13:10:54.228    110,426          1,0557
13:10:54.767    110,965          6,9885
13:10:55.313    111,511         -4,5653
13:10:55.865    112,063         14,9532
13:10:56.452    112,650         -8,8704
13:10:56.999    113,197          8,7831
13:10:57.558    113,756         -6,2541
13:10:58.119    114,317          7,0247
13:10:58.659    114,857         -7,4558
13:10:59.221    115,419          2,5354
13:10:59.789    115,987          3,8117
13:11:00.355    116,553          6,0570
13:11:00.899    117,097      23042,3423
13:11:01.460    117,658      38818,9046
13:11:02.026    118,224      38987,3309
13:11:02.581    118,779      38923,2658
13:11:03.145    119,343      38892,2806
13:11:03.678    119,876      38852,2608
13:11:04.225    120,423      38823,5644
13:11:04.765    120,963      38892,2143
13:11:05.320    121,518      38877,4394
13:11:05.861    122,059      38861,8106
13:11:06.406    122,604      38877,1112
13:11:06.951    123,149      38870,6651
13:11:07.518    123,716      38868,8473
13:11:08.099    124,297      38862,8247
13:11:08.638    124,836      38876,6746
13:11:09.219    125,417      38913,3892
13:11:09.761    125,959      38859,9597
13:11:10.345    126,543      38914,5780
13:11:10.890    127,088      38877,4943
13:11:11.443    127,641      38869,3998
13:11:12.009    128,207      38907,1362
13:11:12.551    128,749      38871,8579
13:11:13.097    129,295      38887,6180
13:11:13.666    129,864      38890,5221
13:11:14.219    130,417      38935,7950
13:11:14.769    130,967      38913,0140
13:11:15.301    131,499      38907,9171
13:11:15.889    132,087      38905,1490
13:11:16.446    132,644      38928,8930
13:11:16.989    133,187      38927,1211
13:11:17.518    133,716      38929,0969
13:11:18.048    134,246      38947,0296
13:11:18.622    134,820      38967,2031
13:11:19.171    135,369      38910,5640
13:11:19.710    135,908      38968,1653
13:11:20.302    136,500      38967,3663
13:11:20.837    137,035      38969,8077
13:11:21.398    137,596      38956,3443
13:11:21.982    138,180      38919,6595
13:11:22.537    138,735      38932,4469
13:11:23.094    139,292      38970,2470
13:11:23.654    139,852      38904,1270
13:11:24.162    140,360      38945,9327
13:11:24.734    140,932      38952,8030
13:11:25.309    141,507      38912,4902
13:11:25.860    142,058      38945,5039
13:11:26.421    142,619      38951,0597
13:11:26.974    143,172      38948,7593
13:11:27.554    143,752      38968,1272
13:11:28.094    144,292      38954,9817
13:11:28.666    144,864      38949,9337
13:11:29.177    145,375      38927,6919
13:11:29.725    145,923      38947,9623
13:11:30.235    146,433      38958,7562
13:11:30.798    146,996      38920,0457
13:11:31.348    147,546      38904,4751
13:11:31.907    148,105      39005,0987
13:11:32.490    148,688      38956,0274
13:11:33.041    149,239      38951,6918
13:11:33.592    149,790      38950,3697
13:11:34.147    150,345      38972,5738
13:11:34.699    150,897      38957,8980
13:11:35.279    151,477      38970,6172
13:11:35.840    152,038      38888,6432
13:11:36.407    152,605      38836,1448
13:11:36.936    153,134      38829,6419
13:11:37.492    153,690      38796,9347
13:11:38.060    154,258      38823,7439
13:11:38.637    154,835      38822,0427
13:11:39.186    155,384      38874,3797
13:11:39.741    155,939      38913,9382
13:11:40.308    156,506      38948,5972
13:11:40.867    157,065      38919,5753
13:11:41.441    157,639      39031,8336
13:11:42.011    158,209      38980,2339
13:11:42.587    158,785      38949,8016
13:11:43.161    159,359      39016,7535
13:11:43.719    159,917      38992,2263
13:11:44.308    160,506      38953,8457
13:11:44.844    161,042      38966,8463
13:11:45.400    161,598      38978,5819
13:11:45.976    162,174      39001,9221
13:11:46.534    162,732      38973,3335
13:11:47.110    163,308      39011,7812
13:11:47.648    163,846      38967,8641
13:11:48.191    164,389      38973,5155
13:11:48.740    164,938      38938,3081
13:11:49.290    165,488      39005,5808
13:11:49.873    166,071      39022,4804
13:11:50.414    166,612      38994,9060
13:11:50.987    167,185      38960,3338
13:11:51.560    167,758      38942,1046
13:11:52.145    168,343      38934,4446
13:11:52.733    168,931      38982,5913
13:11:53.267    169,465      38935,7615
13:11:53.828    170,026      38956,5355
13:11:54.394    170,592      38995,0335
13:11:54.955    171,153      38938,5890
13:11:55.504    171,702      38966,0716
13:11:56.045    172,243      38928,1110
13:11:56.606    172,804      38957,0000
13:11:57.162    173,360      38934,2235
13:11:57.727    173,925      38944,6335
13:11:58.308    174,506      38927,4773
13:11:58.883    175,081      39016,3411
13:11:59.423    175,621      38955,0369
13:12:00.004    176,202      38952,5009
13:12:00.586    176,784      38959,1340
13:12:01.127    177,325      38965,3363
13:12:01.672    177,870      38932,4346
13:12:02.174    178,372      38858,1444
13:12:02.749    178,947      38909,0163
13:12:03.341    179,539      38954,1293
13:12:03.891    180,089      38898,5154
13:12:04.454    180,652      38910,4128
13:12:05.007    181,205      38923,0703
13:12:05.569    181,767      38957,8741
13:12:06.138    182,336      38946,4330
13:12:06.705    182,903      38980,2434
13:12:07.263    183,461      38946,9454
13:12:07.831    184,029      38996,4421
13:12:08.383    184,581      38899,9112
13:12:08.959    185,157      38982,3088
13:12:09.495    185,693      38914,1622
13:12:10.056    186,254      38914,5085
13:12:10.631    186,829      38947,0772
13:12:11.184    187,382      38980,3105
13:12:11.758    187,956      38958,7245
13:12:12.320    188,518      38972,7393
13:12:12.861    189,059      38936,9618
13:12:13.409    189,607      38933,1996
13:12:13.994    190,192      38933,0051
13:12:14.543    190,741      38929,9811
13:12:15.084    191,282      38920,7971
13:12:15.643    191,841      38957,3816
13:12:16.144    192,342      38912,5328
13:12:16.723    192,921      38895,4530
13:12:17.280    193,478      38930,7550
13:12:17.829    194,027      38952,9987
13:12:18.376    194,574      38883,8518
13:12:18.946    195,144      38879,2821
13:12:19.524    195,722      38921,7477
13:12:20.087    196,285      38947,4974
13:12:20.638    196,836      38983,2027
13:12:21.228    197,426      38964,3460
13:12:21.792    197,990      38941,8061
13:12:22.356    198,554      38916,1518
13:12:22.856    199,054      38932,7004
13:12:23.363    199,561      38904,9709
13:12:23.932    200,130      38943,7440
13:12:24.466    200,664      38964,5156
13:12:25.025    201,223      38979,1825
13:12:25.567    201,765      38958,0109
13:12:26.133    202,331      38941,5583
13:12:26.725    202,923      38911,6466
13:12:27.239    203,437      38893,3678
13:12:27.837    204,035      38943,9548
13:12:28.412    204,610      38908,7488
13:12:28.945    205,143      38913,2806
13:12:29.497    205,695      38982,3346
13:12:30.033    206,231      38898,2047
13:12:30.656    206,854      38909,2861
13:12:31.202    207,400      38924,8306
13:12:31.751    207,949      38929,1515
13:12:32.314    208,512      38903,2145
13:12:32.819    209,017      38930,8760
13:12:33.400    209,598      38924,3905
13:12:33.996    210,194      38949,9421
13:12:34.528    210,726      38959,3830
13:12:35.104    211,302      38969,7653
13:12:35.701    211,899      38896,4756
13:12:36.298    212,496      34228,4025
13:12:36.848    213,046      33907,3157
13:12:37.437    213,635      34660,6232
13:12:37.961    214,159      35115,9626
13:12:38.544    214,742      35056,4870
13:12:39.155    215,353      35139,2795
13:12:39.686    215,884      35848,0272
13:12:40.227    216,425      35294,8937
13:12:40.800    216,998      36186,7541
13:12:41.327    217,525      36108,6946
13:12:41.913    218,111      36342,9248
13:12:42.451    218,649      36043,0857
13:12:42.959    219,157      36423,2064
13:12:43.571    219,769      36806,7885
13:12:44.097    220,295      36619,9601
13:12:44.665    220,863      36457,1937
13:12:45.208    221,406      36570,0902
13:12:45.757    221,955      35874,6926
13:12:46.263    222,461      36152,9488
13:12:46.769    222,967      35916,0848
13:12:47.313    223,511      26809,8767
13:12:47.890    224,088      35622,2249
13:12:48.471    224,669      28917,2142
13:12:49.076    225,274      34831,8931
13:12:49.617    225,815      35773,8477
13:12:50.124    226,322      36245,4849
13:12:50.644    226,842      36330,7147
13:12:51.184    227,382      36571,9751
13:12:51.775    227,973      36363,7687
13:12:52.351    228,549      38841,8817
13:12:52.886    229,084      38759,8159
13:12:53.437    229,635      38560,5095
13:12:53.954    230,152      38589,7142
13:12:54.506    230,704      38616,0864
13:12:55.009    231,207      38637,4064
13:12:55.599    231,797      38539,6366
13:12:56.114    232,312      38827,4725
13:12:56.649    232,847      38891,7808
13:12:57.149    233,347      38935,5446
13:12:57.724    233,922      38930,1450
