Potential applied (V)	Time (s)	WE(1).Current (A)	WE(1).Potential (V)
0.002593994140625	16.0112129595756	2.39288330078125E-06	0.0029266357421875
0.005035400390625	16.0600409594523	4.62921142578125E-06	0.00537109375
0.007476806640625	16.108868959329	6.866455078125E-06	0.0078125
0.009918212890625	16.1576969592057	9.1064453125E-06	0.0102142333984375
0.012359619140625	16.2065249590825	1.134033203125E-05	0.0126495361328125
0.014801025390625	16.2553529589592	1.3580322265625E-05	0.015081787109375
0.017242431640625	16.3041809588359	1.5814208984375E-05	0.0175079345703125
0.019683837890625	16.3530089587126	1.80511474609375E-05	0.0199676513671875
0.022125244140625	16.4018369585893	2.0294189453125E-05	0.022393798828125
0.024566650390625	16.4506649584661	2.25311279296875E-05	0.0248291015625
0.027008056640625	16.4994929583428	2.47650146484375E-05	0.0272674560546875
0.029449462890625	16.5483209582195	2.70050048828125E-05	0.0297088623046875
0.031890869140625	16.5971489580962	2.92388916015625E-05	0.032135009765625
0.034332275390625	16.6459769579729	3.1475830078125E-05	0.0345703125
0.036773681640625	16.6948049578497	3.3721923828125E-05	0.037042236328125
0.039215087890625	16.7436329577264	3.59466552734375E-05	0.0394683837890625
0.041656494140625	16.7924609576031	3.81866455078125E-05	0.0419158935546875
0.044097900390625	16.8412889574798	4.0423583984375E-05	0.044354248046875
0.046539306640625	16.8901169573566	4.2657470703125E-05	0.0467987060546875
0.048980712890625	16.9389449572333	4.48974609375E-05	0.0492340087890625
0.051422119140625	16.98777295711	4.7137451171875E-05	0.05145263671875
0.053863525390625	17.0366009569867	4.93743896484375E-05	0.05389404296875
0.056304931640625	17.0854289568634	5.1605224609375E-05	0.05633544921875
0.058746337890625	17.1342569567402	5.3863525390625E-05	0.0587158203125
0.061187744140625	17.1830849566169	5.609130859375E-05	0.061126708984375
0.063629150390625	17.2319129564936	5.8319091796875E-05	0.0635986328125
0.066070556640625	17.2807409563703	6.0577392578125E-05	0.0660400390625
0.068511962890625	17.329568956247	6.280517578125E-05	0.0684814453125
0.070953369140625	17.3783969561238	6.5032958984375E-05	0.07086181640625
0.073394775390625	17.4272249560005	6.7291259765625E-05	0.073333740234375
0.075836181640625	17.4760529558772	6.951904296875E-05	0.0758056640625
0.078277587890625	17.5248809557539	7.1746826171875E-05	0.078216552734375
0.080718994140625	17.5737089556307	7.4005126953125E-05	0.08062744140625
0.083160400390625	17.6225369555074	7.623291015625E-05	0.08306884765625
0.085601806640625	17.6713649553841	7.84912109375E-05	0.08551025390625
0.088043212890625	17.7201929552608	8.0718994140625E-05	0.08795166015625
0.090484619140625	17.7690209551375	8.294677734375E-05	0.090362548828125
0.092926025390625	17.8178489550143	8.5205078125E-05	0.09283447265625
0.095367431640625	17.866676954891	8.7432861328125E-05	0.095245361328125
0.097808837890625	17.9155049547677	8.966064453125E-05	0.097686767578125
0.100250244140625	17.9643329546444	9.19189453125E-05	0.10015869140625
0.102691650390625	18.0131609545211	9.4146728515625E-05	0.10260009765625
0.105133056640625	18.0619889543979	9.637451171875E-05	0.105010986328125
0.107574462890625	18.1108169542746	9.86328125E-05	0.107452392578125
0.110015869140625	18.1596449541513	0.000100860595703125	0.109893798828125
0.112457275390625	18.208472954028	0.00010308837890625	0.1123046875
0.114898681640625	18.2573009539047	0.0001053466796875	0.114837646484375
0.117340087890625	18.3061289537815	0.000107574462890625	0.117279052734375
0.119781494140625	18.3549569536582	0.00010980224609375	0.11962890625
0.122222900390625	18.4037849535349	0.000112030029296875	0.1220703125
0.124664306640625	18.4526129534116	0.000114288330078125	0.12457275390625
0.127105712890625	18.5014409532884	0.00011651611328125	0.126953125
0.129547119140625	18.5502689531651	0.000118743896484375	0.12939453125
0.131988525390625	18.5990969530418	0.0001209716796875	0.131866455078125
0.134429931640625	18.6479249529185	0.00012322998046875	0.13427734375
0.136871337890625	18.6967529527952	0.000125457763671875	0.136627197265625
0.139312744140625	18.745580952672	0.000127685546875	0.13916015625
0.141754150390625	18.7944089525487	0.00012994384765625	0.1416015625
0.144195556640625	18.8432369524254	0.000132171630859375	0.14404296875
0.146636962890625	18.8920649523021	0.0001343994140625	0.146484375
0.149078369140625	18.9408929521788	0.000136627197265625	0.14886474609375
0.151519775390625	18.9897209520556	0.000138885498046875	0.151336669921875
0.153961181640625	19.0385489519323	0.00014111328125	0.15374755859375
0.156402587890625	19.087376951809	0.000143341064453125	0.15618896484375
0.158843994140625	19.1362049516857	0.000145599365234375	0.15863037109375
0.161285400390625	19.1850329515624	0.0001478271484375	0.16107177734375
0.163726806640625	19.2338609514392	0.000150054931640625	0.163543701171875
0.166168212890625	19.2826889513159	0.000152313232421875	0.165924072265625
0.168609619140625	19.3315169511926	0.000154541015625	0.168426513671875
0.171051025390625	19.3803449510693	0.000156768798828125	0.170806884765625
0.173492431640625	19.4291729509461	0.000159027099609375	0.1732177734375
0.175933837890625	19.4780009508228	0.0001612548828125	0.1756591796875
0.178375244140625	19.5268289506995	0.000163482666015625	0.1781005859375
0.180816650390625	19.5756569505762	0.000165740966796875	0.1805419921875
0.183258056640625	19.6244849504529	0.00016796875	0.183013916015625
0.185699462890625	19.6733129503297	0.000170196533203125	0.185394287109375
0.188140869140625	19.7221409502064	0.000172454833984375	0.187896728515625
0.190582275390625	19.7709689500831	0.0001746826171875	0.19024658203125
0.193023681640625	19.8197969499598	0.000176910400390625	0.1927490234375
0.195465087890625	19.8686249498365	0.00017913818359375	0.1951904296875
0.197906494140625	19.9174529497133	0.000181396484375	0.19757080078125
0.200347900390625	19.96628094959	0.000183624267578125	0.200042724609375
