Time (s)	Frequency (Hz)	Z' (Ω)	-Z'' (Ω)	Z (Ω)	-Phase (°)
107.187893729377	50000	100.149119848707	3.85084958896501	100.223127316141	2.20200425947648
109.628935723214	39520	100.156651960987	4.62361605852204	100.263317107957	2.64311691159142
112.304985716457	31237	100.187582936631	5.6661758793536	100.347682204325	3.23695295905747
115.241041709044	24690	100.231094455366	7.00572829085359	100.475631496426	3.9982293763012
118.417100701026	19515	100.237494799199	8.73205390096059	100.617116480988	4.97867575173381
121.978165692035	15425	100.310310482047	10.9388804460149	100.904992415722	6.2235358954819
126.019241681832	12192	100.432142415772	13.7482986284319	101.368786839927	7.79485167068733
130.555323670379	9636.3	100.552962493926	17.3131707103718	102.032564146704	9.76937663169045
135.741419657286	7616.5	100.725535923033	21.8111099822972	103.059973343884	12.2181917718815
141.547527642627	6020.1	101.062242908167	27.5277619596087	104.744234304969	15.2368233260318
147.233632628271	4758.3	101.564220488781	34.7443387038265	107.342721949184	18.8854229160375
152.919739613915	3761	102.34426081509	43.8604091726469	111.346680303363	23.1979203731987
158.670845599395	2972.7	103.54174838521	55.3562087518264	117.410406293658	28.1301607004564
164.416952584887	2349.6	105.418858039536	69.8149402346082	126.44074307881	33.5150090719173
170.213057570253	1857.2	108.379838759625	87.9660073612389	139.585844198614	39.0643554687778
175.999166555645	1467.9	113.140969242436	110.716804539452	158.300630853275	44.3795659848358
181.680269541301	1160.2	120.486654931867	138.840472748996	183.830658188006	49.048345143749
187.351377526983	917.05	132.143702112464	173.548801957018	218.131026377963	52.7135930528006
192.957479512829	724.84	150.059014388337	215.288805311242	262.425184560363	55.1230164180249
198.598583498587	572.92	177.319764698361	264.325888859615	318.293063817149	56.1448023200182
209.430785471238	452.83	217.924343260852	319.558904949142	386.79311410361	55.7078270290133
215.036889457084	357.92	275.698732392493	377.417986076488	467.390765053033	53.8523770938765
220.822996442476	282.9	353.735622199021	431.768192868311	558.169027074502	50.6731947927724
226.219097428852	223.61	451.374515278955	473.43418863789	654.124517209475	46.3664302061437
231.510193415493	176.74	563.562441913408	494.199203980022	749.556855181707	41.2481728468811
236.951294401755	139.7	679.020702585153	488.408513315617	836.428114316111	35.7268484279164
242.547399387627	110.42	785.683992817772	457.391704042724	909.124033065447	30.2061387166211
247.913498374079	87.273	875.842396826149	409.303841114267	966.762400194105	25.0479024653788
252.749586361869	68.981	944.480456719771	352.270291347653	1008.03655255737	20.4544013477447
258.400692347601	54.523	994.212790343158	294.949242983577	1037.04104471256	16.5238382231322
262.721772336691	43.095	1028.76767245156	242.184121031951	1056.8898108892	13.246912506013
267.697865324128	34.062	1051.79675949197	196.151602534549	1069.93078021649	10.5638482760965
273.643974309115	26.923	1066.68240847976	157.424835314927	1078.23649508543	8.39531517659352
278.390061297133	21.28	1075.88680872859	125.726435776717	1083.20799565425	6.66526409947429
283.876164283282	16.82	1081.95143065633	100.046828495405	1086.5671935924	5.28305272262456
290.212280267284	13.294	1085.75844014574	79.403781789486	1088.65805049619	4.18271378866536
295.483378253976	10.508	1087.53165678414	62.8030124252661	1089.34352840477	3.30505831632658
301.35948823914	8.3055	1089.58179071437	49.8081465395405	1090.7196386414	2.61734479095525
311.94668621241	6.5647	1090.50753179383	39.360911632632	1091.2176493549	2.06714347212235
317.147780199279	5.1887	1090.94411919464	31.2194484747135	1091.39072983438	1.63918074367685
323.133892184165	4.1012	1091.46178428757	24.6418663439832	1091.73991780878	1.29334361347784
329.940015166982	3.2416	1091.3846571399	19.4830057080765	1091.55854508671	1.02271498329255
335.316114153408	2.5622	1091.92302175497	15.4180578606042	1092.03186855819	0.808968145097613
341.337228138206	2.0251	1092.05179322534	12.1755788353544	1092.11966551595	0.638779571775063
348.183353120922	1.6007	1091.81878212606	9.60916585199775	1091.86106674412	0.504250744072111
353.554455107361	1.2652	1091.91388356159	7.62509543499438	1091.9405071683	0.400103608833142
359.830570091515	1	1092.11211790726	6.12954073564261	1092.129318968	0.321572411072306
