Time (s)	WE(1).Potential (V)	Corrected time (s)	Index	dWE(1).Potential/dt (V/s)	External(1).External 2 (V)	OCP value (V)
3.21721499187731	0.5859375	0	1	0	3.096923828125	0.58685302734375
4.21721498935256	0.5859375	0.999999997475243	2	0	3.10150146484375	
5.2172149868278	0.5859375	1.99999999495049	3	0	3.09814453125	
6.21721498430304	0.5859375	2.99999999242573	4	0	3.09967041015625	
7.21721498177828	0.5859375	3.99999998990097	5	0	3.1011962890625	
8.21721497925353	0.5859375	4.99999998737621	6	0	3.10272216796875	
9.21721497672877	0.5859375	5.99999998485146	7	0	3.099365234375	
10.217214974204	0.5859375	6.9999999823267	8	0	3.10089111328125	
11.2172149716793	0.5859375	7.99999997980194	9	0	3.1005859375	
12.2172149691545	0.58624267578125	8.99999997727718	10	0.00055948895169422	3.1005859375	
13.2172149666297	0.58624267578125	9.99999997475243	11	-0.00035603842115961	3.10089111328125	
14.217214964105	0.58624267578125	10.9999999722277	12	0.000101725257991347	3.10302734375	
15.2172149615802	0.58624267578125	11.9999999697029	13	0	3.0975341796875	
16.2172149590555	0.58624267578125	12.9999999671782	14	0	3.10272216796875	
17.2172149565307	0.58624267578125	13.9999999646534	15	0	3.10455322265625	
18.217214954006	0.58624267578125	14.9999999621286	16	0	3.1011962890625	
19.2172149514812	0.58624267578125	15.9999999596039	17	0	3.101806640625	
20.2172149489564	0.58624267578125	16.9999999570791	18	0	3.0859375	
21.2172149464317	0.58624267578125	17.9999999545544	19	0	3.10211181640625	
22.2172149439069	0.58624267578125	18.9999999520296	20	0	3.099365234375	
23.2172149413822	0.58624267578125	19.9999999495049	21	0	0.08795166015625	
24.2172149388574	0.58624267578125	20.9999999469801	22	0	0.088409423828125	
25.2172149363327	0.58624267578125	21.9999999444553	23	0	0.09051513671875	
26.2172149338079	0.58624267578125	22.9999999419306	24	0	0.085296630859375	
27.2172149312831	0.58624267578125	23.9999999394058	25	0	0.090484619140625	
28.2172149287584	0.58624267578125	24.9999999368811	26	0	0.090728759765625	
29.2172149262336	0.58624267578125	25.9999999343563	27	0	0.08990478515625	
30.2172149237089	0.58624267578125	26.9999999318316	28	0	0.088287353515625	
31.2172149211841	0.58624267578125	27.9999999293068	29	0	0.08880615234375	
32.2172149186594	0.5865478515625	28.999999926782	30	0.00055948895169422	0.09002685546875	
33.2172149161346	0.5865478515625	29.9999999242573	31	-0.00035603842115961	0.089874267578125	
34.2172149136098	0.5865478515625	30.9999999217325	32	0.000101725257991347	0.09136962890625	
35.2172149110851	0.5865478515625	31.9999999192078	33	0	0.088348388671875	
36.2172149085603	0.5865478515625	32.999999916683	34	0	0.090087890625	
37.2172149060356	0.5865478515625	33.9999999141583	35	0	0.090179443359375	
38.2172149035108	0.5865478515625	34.9999999116335	36	0	0.089599609375	
39.2172149009861	0.5865478515625	35.9999999091087	37	0	0.08740234375	
40.2172148984613	0.5865478515625	36.999999906584	38	0	0.088897705078125	
41.2172148959365	0.5865478515625	37.9999999040592	39	0	0.0880126953125	
42.2172148934118	0.5865478515625	38.9999999015345	40	0	0.08538818359375	
43.217214890887	0.5865478515625	39.9999998990097	41	0	0.08807373046875	
44.2172148883623	0.5865478515625	40.999999896485	42	0	0.090484619140625	
45.2172148858375	0.5865478515625	41.9999998939602	43	0	0.083892822265625	
46.2172148833127	0.5865478515625	42.9999998914354	44	0	0.611572265625	
47.217214880788	0.5865478515625	43.9999998889107	45	0	3.0999755859375	
48.2172148782632	0.5865478515625	44.9999998863859	46	0	3.09783935546875	
49.2172148757385	0.5865478515625	45.9999998838612	47	0	3.10211181640625	
50.2172148732137	0.5865478515625	46.9999998813364	48	0	3.10211181640625	
51.217214870689	0.5865478515625	47.9999998788117	49	0	3.101806640625	
52.2172148681642	0.5865478515625	48.9999998762869	50	0	3.0987548828125	
53.2172148656394	0.5865478515625	49.9999998737621	51	0	3.10333251953125	
54.2172148631147	0.5865478515625	50.9999998712374	52	0	3.101806640625	
55.2172148605899	0.5865478515625	51.9999998687126	53	0	3.101806640625	
56.2172148580652	0.5865478515625	52.9999998661879	54	0	3.10089111328125	
57.2172148555404	0.58685302734375	53.9999998636631	55	0.00055948895169422	3.09967041015625	
58.2172148530157	0.58685302734375	54.9999998611383	56	-0.00035603842115961	3.10089111328125	
59.2172148504909	0.58685302734375	55.9999998586136	57	0.000101725257991347	3.0999755859375	
60.2172148479661	0.58685302734375	56.9999998560888	58	0	3.101806640625	
61.2172148454414	0.58685302734375	57.9999998535641	59	0	3.10272216796875	
62.2172148429166	0.58685302734375	58.9999998510393	60	0	3.10089111328125	
63.2172148403919	0.58685302734375	59.9999998485146	61	0	3.10302734375	
64.2172148378671	0.58685302734375	60.9999998459898	62	0	3.09906005859375	
65.2172148353424	0.58685302734375	61.999999843465	63	0	3.10150146484375	
66.2172148328176	0.58685302734375	62.9999998409403	64	0	3.10394287109375	
67.2172148302928	0.58685302734375	63.9999998384155	65	0	3.10272216796875	
68.2172148277681	0.58685302734375	64.9999998358908	66	0	3.10028076171875	
69.2172148252433	0.58685302734375	65.999999833366	67	0	3.10333251953125	
70.2172148227186	0.58685302734375	66.9999998308413	68	0	3.1005859375	
71.2172148201938	0.58685302734375	67.9999998283165	69	0	3.10333251953125	
72.2172148176691	0.58685302734375	68.9999998257917	70	0	3.09722900390625	
73.2172148151443	0.58685302734375	69.999999823267	71	0	3.10302734375	
74.2172148126195	0.58685302734375	70.9999998207422	72	0	3.101806640625	
75.2172148100948	0.58685302734375	71.9999998182175	73	0	3.10211181640625	
76.21721480757	0.58685302734375	72.9999998156927	74	0	3.09783935546875	
77.2172148050453	0.58685302734375	73.999999813168	75	0	3.10272216796875	
78.2172148025205	0.58685302734375	74.9999998106432	76	0	3.09814453125	
79.2172147999958	0.58685302734375	75.9999998081184	77	0	3.101806640625	
80.217214797471	0.58685302734375	76.9999998055937	78	0	3.1024169921875	
81.2172147949462	0.58685302734375	77.9999998030689	79	0	3.1005859375	
82.2172147924215	0.58685302734375	78.9999998005442	80	0	3.09967041015625	
83.2172147898967	0.58685302734375	79.9999997980194	81	0	3.1011962890625	
84.217214787372	0.58685302734375	80.9999997954947	82	0	3.10302734375	
85.2172147848472	0.58685302734375	81.9999997929699	83	0	3.10028076171875	
86.2172147823225	0.58685302734375	82.9999997904451	84	0	3.09906005859375	
87.2172147797977	0.58685302734375	83.9999997879204	85	0	3.1011962890625	
