History Channel Functions Measurement Report

Measurements started at Date: 06-sep-2023 Time: 11:06:42

Description of the Function:

User Defined Function: m(1;850). Scope Mode

Time         Seconds   Function Value
11:06:43.339      0,555       3969,6677
11:06:43.859      1,075       3962,0247
11:06:44.383      1,599       3960,0931
11:06:44.956      2,172       3967,9268
11:06:45.475      2,691       3944,9326
11:06:46.024      3,240       3963,6156
11:06:46.646      3,862       3984,7517
11:06:47.149      4,365       3961,0950
11:06:47.689      4,905       3970,1876
11:06:48.242      5,458       3970,8418
11:06:48.844      6,060       3984,4883
11:06:49.367      6,583       3956,7611
11:06:49.887      7,103       3960,7367
11:06:50.404      7,620       3978,1548
11:06:50.904      8,120       3985,4697
11:06:51.430      8,646       3974,7843
11:06:51.971      9,187       4011,5685
11:06:52.586      9,802       3970,1697
11:06:53.160     10,376       4006,2393
11:06:53.725     10,941       3983,2944
11:06:54.227     11,443       3981,5874
11:06:54.744     11,960       3996,5998
11:06:55.314     12,530       3995,8125
11:06:55.888     13,104       4007,2015
11:06:56.453     13,669       4008,4286
11:06:57.030     14,246       4037,1122
11:06:57.673     14,889       3997,1614
11:06:58.308     15,524       4023,9682
11:06:58.856     16,072       4007,7991
11:06:59.402     16,618       4032,2470
11:06:59.993     17,209       4034,3149
11:07:00.592     17,808       4020,2078
11:07:01.118     18,334       4022,1869
11:07:01.730     18,946       4020,1056
11:07:02.303     19,519       4018,6078
11:07:02.834     20,050       4032,5618
11:07:03.430     20,646       4038,2740
11:07:03.982     21,198       4030,0923
11:07:04.504     21,720       4008,4492
11:07:05.106     22,322       4025,3918
11:07:05.648     22,864       4017,7392
11:07:06.235     23,451       4018,2832
11:07:06.811     24,027       4021,3175
11:07:07.400     24,616       4051,8470
11:07:07.927     25,143       4028,5927
11:07:08.556     25,772       4031,4543
11:07:09.177     26,393       4065,0997
11:07:09.723     26,939       4039,0716
11:07:10.270     27,486       4048,0880
11:07:10.798     28,014       4049,8066
11:07:11.372     28,588       4054,5399
11:07:11.925     29,141       4059,6962
11:07:12.436     29,652       4062,5550
11:07:13.007     30,223       4048,4462
11:07:13.520     30,736       4077,7073
11:07:14.148     31,364       4076,7139
11:07:14.709     31,925       4081,3654
11:07:15.267     32,483       4070,1432
11:07:15.820     33,036       4071,2112
11:07:16.340     33,556       4079,9296
11:07:16.861     34,077       4087,5316
11:07:17.430     34,646       4069,1657
11:07:17.960     35,176       4057,1852
11:07:18.509     35,725       4068,8164
11:07:19.023     36,239       4085,3331
11:07:19.609     36,825       4075,6783
11:07:20.161     37,377       4108,2922
11:07:20.799     38,015       4076,0992
11:07:21.304     38,520       4078,9130
