History Channel Functions Measurement Report

Measurements started at Date: 06-sep-2023 Time: 10:44:50

Description of the Function:

User Defined Function: m(1;850). Scope Mode

Time         Seconds   Function Value
10:44:51.489      0,570      26370,3029
10:44:52.011      1,092      26417,3411
10:44:52.537      1,618      26437,6327
10:44:53.047      2,128      26470,4755
10:44:53.639      2,720      26431,7483
10:44:54.151      3,232      26477,6124
10:44:54.667      3,748      26451,1645
10:44:55.202      4,283      26420,2335
10:44:55.795      4,876      26410,6388
10:44:56.364      5,445      26377,9372
10:44:56.963      6,044      26463,3712
10:44:57.479      6,560      26405,2087
10:44:58.031      7,112      26459,0181
10:44:58.550      7,631      26428,4836
10:44:59.130      8,211      26468,2239
10:44:59.632      8,713      26407,6489
10:45:00.260      9,341      26479,6537
10:45:00.767      9,848      26418,7802
10:45:01.277     10,358      26409,1825
10:45:01.791     10,872      26417,8784
10:45:02.403     11,484      26409,5267
10:45:02.996     12,077      26433,0120
10:45:03.519     12,600      26411,8593
10:45:04.038     13,119      26403,0273
10:45:04.590     13,671      26399,0547
10:45:05.126     14,207      26406,3414
10:45:05.662     14,743      26364,5529
10:45:06.217     15,298      26351,9008
10:45:06.777     15,858      26377,4252
10:45:07.344     16,425      26402,2558
10:45:07.876     16,957      26366,5897
10:45:08.406     17,487      26421,8447
10:45:08.960     18,041      26433,6193
10:45:09.592     18,673      26400,8833
10:45:10.140     19,221      26430,6205
10:45:10.707     19,788      26391,3266
10:45:11.273     20,354      26388,8006
10:45:11.819     20,900      26407,0372
10:45:12.404     21,485      26359,4071
10:45:12.980     22,061      26368,7437
10:45:13.614     22,695      26387,5538
10:45:14.172     23,253      26332,4528
10:45:14.690     23,771      26332,6330
10:45:15.223     24,304      26418,3938
10:45:15.769     24,850      26416,8439
10:45:16.329     25,410      26371,8544
10:45:16.872     25,953      26355,1721
10:45:17.398     26,479      26398,2260
10:45:17.943     27,024      26407,1144
10:45:18.485     27,566      26383,5047
10:45:19.060     28,141      26412,1661
10:45:19.639     28,720      26389,5952
10:45:20.153     29,234      26337,8736
10:45:20.748     29,829      26354,8744
10:45:21.300     30,381      26354,6802
10:45:21.863     30,944      26350,9466
10:45:22.446     31,527      26298,2831
10:45:22.964     32,045      26320,2054
10:45:23.492     32,573      26318,8513
10:45:24.019     33,100      26308,8681
10:45:24.520     33,601      26259,6026
10:45:25.067     34,148      26323,8263
10:45:25.644     34,725      26323,3370
10:45:26.173     35,254      26354,2992
10:45:26.783     35,864      26355,8770
10:45:27.383     36,464      26310,5468
10:45:27.923     37,004      26341,4590
10:45:28.480     37,561      26279,0300
10:45:29.063     38,144      26277,3195
10:45:29.673     38,754      26312,9689
10:45:30.185     39,266      26338,0930
10:45:30.801     39,882      26344,9016
10:45:31.417     40,498      26319,8646
10:45:31.974     41,055      26347,7154
10:45:32.517     41,598      26287,4721
10:45:33.059     42,140      26320,8626
10:45:33.638     42,719      26329,8379
10:45:34.153     43,234      26345,5591
10:45:34.692     43,773      26366,5980
10:45:35.265     44,346      26305,2667
10:45:35.821     44,902      26283,6468
10:45:36.376     45,457      26348,9068
